Category,Community,01/01/2012,02/01/2012,03/01/2012,04/01/2012,05/01/2012,06/01/2012,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,SEP,OCT,NOV,DEC
Violenceæ 'Other' (Non-domestic),DALHOUSIE,,,,,1,,,,,,,,1,,,1,2,1,,1,,,1,,1,,,1,1,,,,,,,,,,,1,,,1,,1,,1,,,,,,1,,2,,1,,,,,2,1,1,2,,,,,,,
Violenceæ 'Other' (Non-domestic),DEER RIDGE,1,,,1,1,,,,1,,1,,,,,1,,,,,1,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,2,2,,2,,1,,,,,,,2,,1,1,,,,,,
Violenceæ 'Other' (Non-domestic),DEER RUN,,,,,,2,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,1,,,,1,,,1,,,,,,1,,,2,1,,,,,
Violenceæ 'Other' (Non-domestic),DEERFOOT BUSINESS CENTRE,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,,,1,,,,,1,1,,,,,,1,2,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),DIAMOND COVE,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),DISCOVERY RIDGE,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),DOUGLASDALE/GLEN,,1,1,,,,,1,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,1,1,,,,,
Violenceæ 'Other' (Non-domestic),DOVER,4,1,1,2,1,1,1,1,,,1,2,2,1,,1,1,,,2,3,,1,2,,,,1,1,,3,5,1,,1,,,1,1,2,1,,,,3,,1,1,3,2,,,,2,,2,1,,,,,,,,2,1,1,2,,,,
Violenceæ 'Other' (Non-domestic),DOWNTOWN COMMERCIAL CORE,2,2,5,3,1,2,4,2,3,4,1,6,4,3,1,6,2,3,5,5,6,6,1,2,1,2,1,2,2,2,8,9,1,4,4,6,3,2,2,1,4,1,7,3,3,4,3,7,6,3,3,5,5,4,9,5,3,,,,5,3,4,8,5,11,3,4,,,,
Violenceæ 'Other' (Non-domestic),DOWNTOWN EAST VILLAGE,1,,,,,,,,1,1,1,1,,1,1,2,1,1,,,1,2,1,,1,,,1,,1,,2,,,,1,,1,1,4,,2,1,1,,2,1,,,,,1,1,,,1,1,,,,,,1,,1,,,,,,,
Violenceæ 'Other' (Non-domestic),DOWNTOWN WEST END,1,,1,,,,1,,,,,,,,,,,,1,,2,,,,,,,,,,1,,1,,,,,1,,,1,,1,,1,,,2,1,,,,,,1,,2,,,,1,,1,,,1,,1,,,,
Violenceæ 'Other' (Non-domestic),EAGLE RIDGE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,1,1,,2,,,,
Violenceæ 'Other' (Non-domestic),EAST FAIRVIEW INDUSTRIAL,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),EAST SHEPARD INDUSTRIAL,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,
Violenceæ 'Other' (Non-domestic),EASTFIELD,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),EAU CLAIRE,,,,,,1,1,,1,,,,1,,,,1,,1,,,,,,,,1,1,2,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,
Violenceæ 'Other' (Non-domestic),EDGEMONT,1,1,,,,,,1,1,,,2,,1,,,,2,,,,,,,,1,,,,1,1,,,,,1,,,,1,1,1,,1,1,1,,1,,1,,1,,1,,,,,,,,,2,,,,,1,,,,
Violenceæ 'Other' (Non-domestic),ELBOW PARK,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,
Violenceæ 'Other' (Non-domestic),ELBOYA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,1,,,,
Violenceæ 'Other' (Non-domestic),ERIN WOODS,1,2,1,,,3,1,,1,1,1,,,1,1,,,,,,,,1,,,,,1,,,,,,1,,,,,,1,,,,,,,1,,,1,,1,,,1,,1,,,,,2,1,1,,,,,,,,
Violenceæ 'Other' (Non-domestic),ERLTON,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,
Violenceæ 'Other' (Non-domestic),EVANSTON,1,,,,,,,,,,1,,,,,,,,,1,,,,2,,,,,,,,,2,,1,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,
Violenceæ 'Other' (Non-domestic),EVERGREEN,2,,,,,,,1,1,,,,,,,1,2,1,,,,,,,,1,,,1,,,,,1,,,1,1,2,,1,1,,,,,,,1,,,,,,1,,1,,,,1,,1,,1,,,,,,,
Violenceæ 'Other' (Non-domestic),FAIRVIEW,,1,,,,,,,,,,,,1,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,2,1,,,,1,,,,,
Violenceæ 'Other' (Non-domestic),FAIRVIEW INDUSTRIAL,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,
Violenceæ 'Other' (Non-domestic),FALCONRIDGE,1,,2,2,,2,1,1,,1,2,,,,4,5,2,,2,1,1,,3,4,1,1,,1,,2,1,2,3,,2,1,,2,,,,,2,2,1,2,3,1,3,1,,,2,3,3,2,2,,,,1,3,1,,2,2,2,1,,,,
Violenceæ 'Other' (Non-domestic),FISH CREEK PARK,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Violenceæ 'Other' (Non-domestic),FOOTHILLS,,1,,,2,,,,1,,,,,,,,,,,,,,1,1,,,2,,,1,,,1,,,,,,,,,,1,,1,,,1,,1,,1,,,2,,1,,,,,1,,,,,,1,,,,
Violenceæ 'Other' (Non-domestic),FOREST HEIGHTS,,,1,,,,1,1,2,3,1,1,1,,,,1,1,,1,3,1,1,,1,1,,,,,1,1,,1,1,1,1,,1,,1,,1,1,1,,1,,,1,1,1,2,,3,,,,,,,,,,1,2,1,1,,,,
Violenceæ 'Other' (Non-domestic),FOREST LAWN,1,,,1,1,4,,6,7,,3,1,3,2,3,,,3,2,,4,3,4,,1,2,,1,2,2,,,2,3,,3,2,5,1,1,2,2,1,1,4,2,2,4,4,1,,3,1,2,3,,2,,,,4,2,2,1,2,2,,1,,,,
Violenceæ 'Other' (Non-domestic),FOREST LAWN INDUSTRIAL,,,,,,1,1,,,,1,1,,2,,2,,2,,1,1,,,2,,,,,,,,,1,1,,,,2,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,1,,1,,,,,
Violenceæ 'Other' (Non-domestic),FRANKLIN,,,,1,,1,,1,1,,,,1,1,,,,1,1,1,,,,1,,,2,,1,2,1,,1,1,,1,2,,,,2,,1,,,1,,,1,1,1,1,,,1,2,,,,,3,1,1,1,2,,,3,,,,
Violenceæ 'Other' (Non-domestic),GLAMORGAN,,,,,1,,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,1,1,1,,,1,,1,,,,1,,,,,,,,,,,1,,,,,
Violenceæ 'Other' (Non-domestic),GLENBROOK,1,,,,,,,,,1,,,,1,1,1,,,,,,,,,,,,1,,2,,1,1,2,,,,,1,,,,,,,,,,1,1,1,1,,,,1,,,,,,1,,,,,,2,,,,
Violenceæ 'Other' (Non-domestic),GLENDALE,,,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),GLENDEER BUSINESS PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,
Violenceæ 'Other' (Non-domestic),GOLDEN TRIANGLE,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),GREAT PLAINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,
Violenceæ 'Other' (Non-domestic),GREENVIEW,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,
Violenceæ 'Other' (Non-domestic),GREENVIEW INDUSTRIAL PARK,,,,,,,,,,,1,1,1,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,
Violenceæ 'Other' (Non-domestic),GREENWOOD/GREENBRIAR,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Violenceæ 'Other' (Non-domestic),HAMPTONS,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Violenceæ 'Other' (Non-domestic),HARVEST HILLS,2,1,,,1,,,,,1,,,,,1,,,,,,,2,,,1,,1,,,1,1,,1,,,1,1,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,1,,1,,1,,,,
Violenceæ 'Other' (Non-domestic),HAWKWOOD,1,1,,,1,,,,,,,,,,,,,1,,,,1,,,1,2,2,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,1,,,1,,2,1,,,,
Violenceæ 'Other' (Non-domestic),HAYSBORO,1,1,1,2,,,,,1,,1,,,2,,,2,,,,2,1,,,1,,,,,1,,,,,,,1,2,,,1,,1,,,,,,1,,2,2,1,1,1,,,,,,1,2,,,1,2,,,,,,
Violenceæ 'Other' (Non-domestic),HIDDEN VALLEY,,,,,1,1,1,,,1,,,,,,,,1,,,,,,,,,,2,1,,,,,1,,2,,,,,1,,,,1,,,,,,,1,,,,,,,,,2,,,3,1,,,,,,,
Violenceæ 'Other' (Non-domestic),HIGHFIELD,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,
Violenceæ 'Other' (Non-domestic),HIGHLAND PARK,,1,1,,1,2,1,,,,1,1,1,,1,,2,,,,,,1,,,,,1,,,,1,3,,,,,1,1,,,1,,1,2,,,,,,,1,,,1,,,,,,1,,2,,,,,,,,,
Violenceæ 'Other' (Non-domestic),HIGHWOOD,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,1,,,,1,1,1,,,,,,,,,1,,2,,,1,,,,,,,1,,,,,,1,,,1,,,,,,
Violenceæ 'Other' (Non-domestic),HILLHURST,,1,2,,,,2,2,,,,,,,,,,1,1,,,3,2,,,,1,1,,,,,1,,,1,,3,,,,,,1,1,2,,2,1,1,1,1,2,1,1,,,,,,1,2,1,,,1,2,1,,,,
Violenceæ 'Other' (Non-domestic),HORIZON,1,,,,,,2,,1,1,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,2,2,,,,,,,,,1,1,,,,,,,1,,,,,,1,2,1,2,3,,1,,,,,
Violenceæ 'Other' (Non-domestic),HOUNSFIELD HEIGHTS/BRIAR HILL,1,,,1,1,1,,,,,,,,,,,,,1,,,1,,,2,,,,,,,,,2,,1,,,,,,2,,,2,,,1,,,1,2,1,,,,1,,,,,1,,,1,1,,,,,,
Violenceæ 'Other' (Non-domestic),HUNTINGTON HILLS,,,1,,1,,,3,1,,,,,,1,1,2,2,1,1,,1,1,2,,1,,2,1,3,1,1,,1,,1,,3,,,,1,,1,,2,2,,1,2,1,1,3,1,,1,1,,,,1,2,,,2,1,,1,,,,
Violenceæ 'Other' (Non-domestic),INGLEWOOD,,,,,,,1,1,,,,1,,,,,,,,1,,,,,1,1,,2,,,1,,,,,1,,,,,,1,1,1,,,,,,1,,,,,,,1,,,,1,,,,,,1,,,,,
Violenceæ 'Other' (Non-domestic),KELVIN GROVE,1,,,,1,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),KILLARNEY/GLENGARRY,,1,1,1,1,,,1,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,1,1,,,,,3,2,,,1,,,1,,2,,,,1,,,,,,,,,,,,,1,,,,
Violenceæ 'Other' (Non-domestic),KINCORA,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),KINGSLAND,,,,,,,1,,2,,,,,2,,,2,1,,1,2,1,,,1,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,2,1,,4,2,,,,
Violenceæ 'Other' (Non-domestic),LAKE BONAVISTA,,2,,,,,,,2,,,,,,,,1,,,1,,2,,,,2,1,,,,,,1,2,,,,,,1,,,2,,1,1,,,,,,,,,,1,,,,,1,2,,1,,,,,,,,
Violenceæ 'Other' (Non-domestic),LAKEVIEW,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),LEGACY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),LINCOLN PARK,,,,,,,,1,1,,1,,1,,,1,,1,,,,1,1,,,,,,1,,,,,1,2,,,2,2,,,,,,,,,,2,,,,1,,1,1,,,,,,1,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),LIVINGSTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),LOWER MOUNT ROYAL,1,,,2,,1,,1,,1,,,,,,1,1,1,,,1,,,,,1,1,2,,,,,4,,1,1,1,,1,2,,,,,,,,,,,,2,,,2,,,,,,,1,1,1,,1,1,1,,,,
Violenceæ 'Other' (Non-domestic),MACEWAN GLEN,,,,,,,,,,,,,,,,,,2,,,,,2,,1,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,,,,,,
Violenceæ 'Other' (Non-domestic),MAHOGANY,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,
Violenceæ 'Other' (Non-domestic),MANCHESTER,,,,,,,,,,,1,,1,,,,,,,1,,,,2,,1,,,1,,1,1,,,,,,,,,,1,2,,,,,,,,,,,,,,2,,,,,,,1,1,,1,,,,,
Violenceæ 'Other' (Non-domestic),MANCHESTER INDUSTRIAL,1,1,1,,,,2,1,,1,,,,1,,1,1,2,,,1,1,,,,2,1,2,,,1,1,1,3,,,,1,1,1,,2,1,2,,2,2,1,,,,2,,,,2,,,,,3,,1,,,1,1,,,,,
Violenceæ 'Other' (Non-domestic),MAPLE RIDGE,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),MARLBOROUGH,,2,3,,2,2,3,1,,1,,,1,2,2,,1,1,2,,,1,2,3,,1,1,2,1,2,1,,1,1,,2,2,2,,1,,,1,2,2,,1,1,1,1,2,,1,3,,,,,,,4,,1,,1,1,,1,,,,
Violenceæ 'Other' (Non-domestic),MARLBOROUGH PARK,3,1,,1,,1,1,1,1,3,,2,1,1,1,1,2,,,1,1,,1,,2,1,,,1,1,,2,2,,1,,1,1,,2,2,,,2,,1,,,2,1,1,,3,1,,,,,,,2,1,,1,1,,,,,,,
Violenceæ 'Other' (Non-domestic),MARTINDALE,,1,1,2,,2,1,2,1,1,2,2,1,,1,,,,,1,1,,,2,1,,1,3,2,,,,1,5,3,,,,,,,1,,1,,1,1,,,1,1,1,1,,2,1,1,,,,2,,,,3,,1,1,,,,
Violenceæ 'Other' (Non-domestic),MAYFAIR,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),MAYLAND,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,
Violenceæ 'Other' (Non-domestic),MAYLAND HEIGHTS,,1,,2,,1,,,,,,,,1,1,,1,1,,1,2,1,,1,,1,,,,,1,,1,2,,1,1,1,,2,1,1,,1,1,,1,1,1,,,,1,,1,1,,,,,1,1,4,1,1,2,1,1,,,,
Violenceæ 'Other' (Non-domestic),MCCALL,,,1,,,,,,,,,,,,,1,,1,1,,,,1,,,,1,,,,,,,,1,,,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,
Violenceæ 'Other' (Non-domestic),MCKENZIE LAKE,,,,,,,2,,,,,2,,,1,2,,1,,2,,,,1,,,,,1,,,,1,1,,,1,,1,1,,1,1,,,,1,,1,,,,,,,,2,,,,1,,,,,,1,,,,,
Violenceæ 'Other' (Non-domestic),MCKENZIE TOWNE,,,,1,1,,2,1,,3,1,,,,1,,1,,2,,1,1,,1,,1,1,,,,,,1,,2,,1,2,1,,1,,,,1,,,,,,,1,1,,,2,3,,,,,,,2,,1,,,,,,
Violenceæ 'Other' (Non-domestic),MEADOWLARK PARK,,,,,,,,1,,,1,,3,,,,,1,,,1,2,,,,,,,3,,2,2,1,,1,,2,,,1,,1,,1,3,2,,,,1,1,,3,,1,1,,,,,,,,,,2,,1,,,,
Violenceæ 'Other' (Non-domestic),MERIDIAN,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,1,,,,,1,,1,,,,,,,,
Violenceæ 'Other' (Non-domestic),MIDNAPORE,,,1,2,,,3,,2,2,1,1,,,1,,,1,,,,,,,,,1,,,,,,,1,,,,1,1,1,,2,,,,,1,,,1,,,1,1,,,,,,,2,1,,1,1,1,,3,,,,
Violenceæ 'Other' (Non-domestic),MILLRISE,1,,,,,2,,,,,,,1,,,1,,,,,,,,,1,,,2,1,1,,1,,,,,,,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,1,,,,,,
Violenceæ 'Other' (Non-domestic),MISSION,,,,,,,1,,1,1,,,,,,,1,,,,,1,,1,,,,,1,,,1,,,1,,1,1,1,,1,,,1,,1,,,1,,,,,1,,,1,,,,,,,,1,,1,1,,,,
Violenceæ 'Other' (Non-domestic),MONTEREY PARK,,,,1,,,,1,1,,1,1,,,1,1,,,,1,,,1,,,,1,,,1,1,,2,,,,,1,1,,,1,,2,,,,2,1,,1,,,,,,,,,,1,1,1,1,1,1,,,,,,
Violenceæ 'Other' (Non-domestic),MONTGOMERY,,1,,1,,3,,2,,,,1,,,,1,1,,,1,,1,,,1,1,,1,3,,1,,,1,,1,,1,,,,,,,1,1,,,,,1,,2,,1,,,,,,1,1,1,2,1,2,1,,,,,
Violenceæ 'Other' (Non-domestic),MOUNT PLEASANT,,,,,,,,,,,1,,,1,,,3,,1,,1,,,1,1,,1,,,1,1,,,2,,1,,,,,,1,1,,,1,1,,1,,,1,,,1,1,,,,,,1,,,1,,1,,,,,
Violenceæ 'Other' (Non-domestic),NEW BRIGHTON,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,1,,,1,,,1,,,,,,,,1,,,,,,,,,,1,,1,,,,,,2,,1,,,1,,,,,,
Violenceæ 'Other' (Non-domestic),NOLAN HILL,,,,,,,,,1,,,,,,,,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Violenceæ 'Other' (Non-domestic),NORTH AIRWAYS,,,1,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,
Violenceæ 'Other' (Non-domestic),NORTH GLENMORE PARK,,,,,,,,1,,,,,,,2,,,,,,,1,,,,,,,,1,,,,,1,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,
Violenceæ 'Other' (Non-domestic),NORTH HAVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Violenceæ 'Other' (Non-domestic),NORTH HAVEN UPPER,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),NOSE HILL PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,
Violenceæ 'Other' (Non-domestic),OAKRIDGE,,,1,1,,,1,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,,,2,2,1,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,
Violenceæ 'Other' (Non-domestic),OGDEN,3,,,1,1,2,2,,,1,,1,,,,2,1,1,1,1,,,2,2,2,2,1,2,,1,,,1,1,,1,2,2,2,1,1,2,,,,4,1,,2,2,,1,1,1,1,,1,,,,,1,1,,1,,5,1,,,,
Violenceæ 'Other' (Non-domestic),OGDEN SHOPS,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),PALLISER,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,1,,,,,,2,,,,,
Violenceæ 'Other' (Non-domestic),PANORAMA HILLS,1,,,1,1,1,,,,,,4,,,,,,1,,,,,,,,1,,,1,,,,2,1,1,,2,1,2,,,,1,2,1,,2,,2,,1,1,,,2,1,,,,,,2,1,,2,1,,,,,,
Violenceæ 'Other' (Non-domestic),PARKDALE,,,,,,1,,,,,,,,,,,,,,1,1,,,2,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,
Violenceæ 'Other' (Non-domestic),PARKHILL,,,,,2,,,1,,,,1,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,
Violenceæ 'Other' (Non-domestic),PARKLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Violenceæ 'Other' (Non-domestic),PATTERSON,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Violenceæ 'Other' (Non-domestic),PEGASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Violenceæ 'Other' (Non-domestic),PENBROOKE MEADOWS,3,1,1,,1,,,3,1,1,1,,,1,1,,2,3,1,1,3,,3,2,2,,1,1,2,1,3,,1,,2,1,3,1,1,1,,1,1,1,2,,1,,,1,,,2,1,1,4,1,,,,3,2,,1,1,,,2,,,,
Violenceæ 'Other' (Non-domestic),PINERIDGE,2,1,,1,1,3,,1,2,3,3,4,1,1,1,2,,4,,1,,,1,,2,3,2,1,,4,1,3,1,5,2,3,2,4,,4,3,3,2,1,1,1,2,,,1,2,,1,1,1,2,2,,,,2,,1,3,1,,,2,,,,
Violenceæ 'Other' (Non-domestic),POINT MCKAY,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),PUMP HILL,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,1,,,,,1,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),QUEENS PARK VILLAGE,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violenceæ 'Other' (Non-domestic),QUEENSLAND,,,,,1,,,,,,,,,,1,,,,,,,1,,,1,1,,1,,,,,1,,,,1,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,1,,,,,,,
Violenceæ 'Other' (Non-domestic),RAMSAY,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,1,,,,,,1,,1,,,,,,,,,
Violenceæ 'Other' (Non-domestic),RANCHLANDS,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,1,1,,,,1,,,,1,,1,1,1,1,,,1,,,,2,,,1,1,,,,,1,1,,,,,,,,,
Violenceæ 'Other' (Non-domestic),RED CARPET,1,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,
Violenceæ 'Other' (Non-domestic),REDSTONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
Violenceæ 'Other' (Non-domestic),RENFREW,1,,1,,,,1,,,,,,,,,,,,1,,1,,1,,1,,1,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,
Violenceæ 'Other' (Non-domestic),RICHMOND,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,2,,,,,
